application_id,application_date,branch_id,state,applicant_age,annual_income,employment_type,employment_years,credit_score,existing_debt_balance,num_credit_lines,num_prev_loans,prev_defaults,loan_amount,loan_purpose,loan_term_months,interest_rate,monthly_payment,debt_to_income,risk_grade,loan_default
APP-000346,07/08/2023,BR-019,MO,54,52041.99,Unemployed,4.1,618,96927.53,12,4,2,75808.25,Debt Consolidation,60,5.74,1456.44,0.3358,D,1
APP-000347,04/07/2021,BR-023,CO,50,86099.38,Salaried,10.3,707,87009.68,11,0,0,154853.59,Personal,12,5.65,13302.8,1.8541,C,0
APP-000348,04/01/2023,BR-025,FL,42,131664.62,Salaried,9.7,689,205652.87,14,8,0,105417.83,Medical,84,4.95,1487.49,0.1356,C,0
APP-000349,09/02/2023,BR-022,MI,23,25621.42,Salaried,8.4,578,21036.96,13,7,1,79237.85,Medical,84,5.98,1156.79,0.5418,E,1
APP-000350,31/05/2022,BR-011,MI,71,21718.36,Salaried,5.5,625,23900.56,12,8,2,51414.06,Education,48,7.23,1236.67,0.6833,D,0
APP-000351,02/02/2023,BR-008,NC,59,23398.73,Salaried,4,830,1419.12,13,7,0,-23873.92,Home Improvement,12,3.55,2027.96,1.04,A,1
APP-000352,24/05/2022,BR-010,MA,37,64414.85,Salaried,12.4,670,16499.48,8,6,0,56270.73,Home Purchase,36,6.52,1725.15,0.3214,C,1
APP-000353,27/11/2023,BR-018,AZ,21,52302.97,Salaried,9.8,594,73820.21,4,1,1,18542.71,Personal,12,6.51,1600.25,0.3671,E,1
APP-000354,21/03/2020,BR-018,MI,55,70352.38,Salaried,9.9,831,34969.97,1,8,0,83157.78,Business,12,3.69,7069.1,1.2058,A,0
APP-000355,10/04/2022,BR-006,NY,34,35139.17,Salaried,4.5,736,1106.95,10,8,0,65276.62,Education,84,5.3,931.84,0.3182,B,0
APP-000356,28/12/2021,BR-012,NC,40,39031.31,Contract,0.9,653,40743.83,13,1,0,-44106.22,Home Purchase,84,5.24,628.38,0.1932,D,0
APP-000357,09/02/2023,BR-017,MA,60,56426.49,Salaried,14.2,652,76079.11,2,2,0,161364.34,Education,48,5.2,3730.74,0.7934,D,1
APP-000358,07/02/2020,BR-023,AZ,56,97692.78,Salaried,4.7,799,157154.55,8,3,0,99024.15,Education,48,5.24,2291.24,0.2814,A,0
APP-000359,03/05/2020,BR-004,TX,51,28616.72,Salaried,10.1,588,5731.3,3,8,2,32401.65,Home Purchase,84,6.2,476.45,0.1998,E,1
APP-000360,19/03/2020,BR-005,IL,61,27345.72,Self-Employed,8.6,655,29276.58,11,1,0,88806.95,Education,24,5.47,3914.8,1.7179,D,1
APP-000361,01/06/2021,BR-021,IN,53,54158.28,Contract,10.1,626,86102.48,4,2,0,52738.33,Business,12,5.38,4523.98,1.0024,D,1
APP-000362,10/04/2023,BR-014,IL,53,67475.09,Part-Time,9.4,698,19966.5,13,7,0,174584.71,Business,84,4.63,2437.33,0.4335,C,0
APP-000363,31/03/2021,BR-024,MD,22,34252.81,Salaried,2.1,667,54637.14,8,7,0,119541.75,Debt Consolidation,24,5.55,5273.96,1.8477,C,1
APP-000364,04/09/2023,BR-011,MO,25,36552.18,Self-Employed,14.1,618,71051.97,12,5,2,15213.56,Business,36,6.58,466.83,0.1533,D,0
APP-000365,30/07/2022,BR-010,WA,70,55916.56,Salaried,2.8,694,9127.77,7,0,0,137742.18,Debt Consolidation,36,5.17,4138.78,0.8882,C,1
APP-000366,05/11/2023,BR-028,TX,66,68505.9,Self-Employed,5.4,604,11307.61,6,6,0,143086.12,Medical,84,7.39,2186.93,0.3831,D,1
APP-000367,07/02/2021,BR-011,IL,36,24770.06,Contract,12.6,441,5058.34,7,2,2,86373.97,Education,24,8.63,3931.33,1.9046,E,0
APP-000368,24/03/2023,BR-025,AZ,37,25748.18,Salaried,3.2,701,38016.08,7,2,0,69036.96,Home Improvement,12,5.15,5914.83,2.7566,C,1
APP-000369,06/04/2021,BR-012,IL,58,91686.37,Salaried,7.8,687,182151.63,12,2,0,200533.33,Home Improvement,12,6.25,17282.24,2.2619,C,1
APP-000370,22/06/2022,BR-009,NY,21,209364.46,Contract,3.3,850,281795.12,6,7,0,422706.75,Business,24,3.4,18243.33,1.0456,A,1
APP-000371,22/06/2020,BR-014,MA,34,80539.86,  Unemployed,0,677,159438.02,12,3,0,64918.52,Home Purchase,12,6.19,5592.98,0.8333,C,0
APP-000372,03/11/2020,BR-004,PA,54,105112.36,Self-Employed,6.6,736,100720.34,4,5,0,330917.7,Education,60,4.89,6228.16,0.711,B,1
APP-000373,02/10/2022,BR-001,FL,46,44245.83,Part-Time,3.7,610,25985.86,13,1,1,124510.03,Debt Consolidation,12,6.1,10721.86,2.9079,D,0
APP-000374,05/03/2023,BR-006,CA,31,23766.94,Self-Employed,2.4,,8371.69,10,0,0,66551.43,Personal,36,6.52,2040.34,1.0302,C,0
APP-000375,05/09/2023,BR-010,OH,54,92833.77,Self-Employed,2.6,706,113547.84,5,6,0,91299.2,Medical,24,4.6,3989.09,0.5156,C,1
APP-000376,14/09/2021,BR-007,CA,35,81285.47,SALARIED,3.1,488,116921.62,14,5,1,65773.09,Home Purchase,12,8.53,5737.63,0.847,E,0
APP-000377,17/02/2023,BR-015,WI,71,65064.16,Salaried,4,774,52350.35,5,1,0,178378.45,Home Improvement,12,4.28,15211.74,2.8056,B,0
APP-000378,04/05/2022,BR-015,CO,30,50207.34,Salaried,0,720,19522.78,15,4,0,167360.66,Business,12,5.99,14403.37,3.4425,B,0
APP-000379,03/06/2022,BR-008,NY,42,53022.03,Contract,5.6,796,15598.99,12,3,0,91042.72,Auto Loan,84,4.27,1255.79,0.2842,A,0
APP-000380,30/06/2021,BR-018,GA,27,64250.75,Salaried,3.9,697,46973.97,14,7,0,55367.67,Medical,84,5.38,792.49,0.148,C,1
APP-000381,25/03/2022,BR-023,CA,37,19993.09,Self-Employed,7.3,850,16212.81,3,8,0,-56599.41,Home Purchase,24,3.16,2436.72,1.4625,A,0
APP-000382,24/08/2023,BR-017,MI,44,85640.16,Part-Time,12,664,134962.21,6,7,0,-69316.6,Home Purchase,48,6.42,1641.28,0.23,C,1
APP-000383,18/01/2022,BR-007,WA,48,85576.94,Self-Employed,8.4,579,88704.8,8,7,0,239908,Debt Consolidation,12,6.39,20691.06,2.9014,E,1
APP-000384,29/08/2023,BR-017,TX,46,55443.27,Part-Time,4.9,762,38817.96,14,6,0,126610.96,Auto Loan,60,5.58,2423.09,0.5244,B,0
APP-000195,10/03/2023,BR-030,PA,29,44141.31,Self-Employed,3.9,727,22363.51,9,2,0,90617.84,Home Purchase,24,5.92,4012.97,1.0909,B,1
APP-000386,28/01/2022,BR-009,NY,41,53775.33,Self-Employed,0,547,56335.78,4,2,1,77012.43,Medical,84,6.68,1150.31,0.2567,E,0
APP-000387,26/11/2023,BR-018,TN,39,46929.98,Salaried,0,664,10738.03,2,3,0,127803.78,Personal,12,5.42,10965.57,2.8039,C,1
APP-000388,16/04/2021,BR-028,IN,71,30891.44,Salaried,0,591,42494.53,10,7,2,68641.85,Medical,84,6.5,1019.29,0.396,E,0
APP-000389,04/03/2021,BR-026,MO,57,30817.97,Part-Time,0.8,850,59487.06,3,2,0,34107.96,Debt Consolidation,60,3.26,616.82,0.2402,A,0
APP-000390,14/01/2021,BR-023,OH,33,,Salaried,8.5,783,20457.77,9,8,0,76020.19,Home Purchase,84,3.67,1027.6,0.3087,A,0
APP-000391,12/09/2021,BR-005,CO,39,62105.12,Part-Time,6.1,532,12801.77,11,8,0,90716.16,Auto Loan,12,7.02,7850.21,1.5168,E,1
APP-000392,18/02/2022,BR-030,OH,47,32287.46,Contract,3.9,727,45278.34,3,0,0,28002.86,Personal,36,4.92,838.27,0.3116,B,0
APP-000109,29/12/2022,BR-028,MI,68,80408.33,Salaried,0.6,610,104500.22,10,8,0,90504.16,Personal,24,5.6,3994.91,0.5962,D,1
APP-000394,01/06/2021,BR-008,NC,32,25148.06,Salaried,8.9,,3010.4,9,2,0,28582.81,Debt Consolidation,24,6.92,1278.69,0.6102,D,0
APP-000395,11/09/2022,BR-002,CO,55,84188.57,Salaried,5.5,638,36900.09,5,5,2,219015.13,Business,84,6.23,3223.7,0.4595,D,0
APP-000396,31/01/2023,BR-013,GA,71,46809.95,Salaried,2,709,79215.93,13,7,0,30884.28,Business,24,6.04,1369.37,0.351,C,0
APP-000397,10/12/2023,BR-018,TX,57,158470.76,Salaried,6.1,541,297640.03,2,6,0,153250.36,Home Improvement,36,7.55,4770.56,0.3612,E,1
APP-000398,20/04/2020,BR-021,MI,62,36507.87,Self-Employed,10.6,707,57263.31,3,2,0,113744.43,Personal,60,4.54,2122.61,0.6977,C,0
APP-000399,25/12/2022,BR-015,GA,65,33271.33,Salaried,,691,2601.18,13,2,0,13448.97,Debt Consolidation,24,6.01,596.13,0.215,C,0
APP-000400,21/10/2023,BR-012,MI,34,70370.75,Salaried ,7.5,720,81573.5,14,2,0,210442.83,Home Improvement,60,4.81,3953.02,0.6741,B,1
APP-000401,19/03/2021,BR-025,MD,53,98341.68,Contract,4.5,637,62237.17,15,5,1,343343.45,Debt Consolidation,24,5.13,15082.95,1.8405,D,0
APP-000402,16/04/2021,BR-013,IN,34,68683.8,Self-Employed,7.5,719,59569.98,4,5,0,67568.51,Debt Consolidation,36,5.11,2028.43,0.3544,C,0
APP-000403,07/01/2020,BR-018,PA,47,40599.26,Self-Employed,8,752,70925.47,12,7,0,39954.3,Personal,48,4.3,907.5,0.2682,B,0
APP-000404,02/06/2022,BR-022,MA,64,38315.69,Salaried,5.4,643,62511,8,6,2,80733,Home Purchase,24,6.13,3582.87,1.1221,D,1
APP-000405,14/01/2020,BR-020,NY,28,121043.62,Self-Employed,2.7,675,5007.11,4,5,0,325802.27,Auto Loan,24,6.04,14445.63,1.4321,C,1
APP-000406,16/02/2023,BR-026,MI,51,23615.38,Salaried,0,670,23737.22,1,0,0,24470.13,Medical,48,5.93,573.9,0.2916,C,1
APP-000200,27/03/2021,BR-006,IL,23,123198.49,Salaried,9.4,646,211783.81,1,6,1,146728.11,Business,48,6.23,3461.41,0.3372,D,0
APP-000408,03/04/2023,BR-006,CO,64,29352.44,Self-Employed,3.7,609,8055.73,1,0,0,99011.19,Business,12,6.67,8552.06,3.4963,D,0
APP-000409,28/08/2020,BR-015,CA,35,42380.6,Salaried,2.1,680,36268.1,3,1,0,147866.01,Personal,24,4.87,6478.48,1.8344,C,0
APP-000410,10/05/2021,BR-012,OH,22,15440.19,Salaried,6.9,701,16232.05,13,7,0,27937.28,Business,24,4.53,1219.78,0.948,C,0
APP-000411,05/05/2020,BR-008,MI,34,34995.08,Salaried,0,561,39310.84,15,3,0,102667.69,Business,36,7.7,3203.04,1.0983,E,0
APP-000412,06/07/2023,BR-030,PA,69,76010.84,Salaried,9.6,849,123609.97,15,3,0,72473.91,Medical,84,4.63,1011.79,0.1597,A,0
APP-000413,11/04/2022,BR-024,IL,71,45123.54,Salaried,11,686,55665.99,4,7,0,14473.6,Home Purchase,24,4.67,632.84,0.1683,C,0
APP-000414,12/06/2023,BR-023,CO,34,20937.04,Unemployed,5.9,486,30042.3,6,8,2,64369.35,Debt Consolidation,12,7.43,5582.44,3.1996,E,1
APP-000415,07/04/2020,BR-026,NJ,55,88874.01,Salaried,8,554,132877.74,15,8,1,164034.45,Home Purchase,36,7.17,5077.67,0.6856,E,1
APP-000416,02/01/2022,BR-011,NC,55,78357.13,Part-Time,10.2,730,136950.81,11,3,0,242395.14,Business,24,5.92,10734.36,1.6439,B,0
APP-000417,16/05/2021,BR-014,IL,60,39956.73,Self-Employed,15.7,544,27375.1,9,7,1,105877.58,Medical,48,7.74,2571.88,0.7724,E,1
APP-000418,13/11/2022,BR-016,MD,26,43706.76,Salaried,8.6,664,37343.58,3,2,0,65991.24,Home Improvement,24,4.87,2891.29,0.7938,C,1
APP-000419,12/08/2023,BR-004,NC,70,35007.17,Self-Employed,7.6,720,50677.65,11,0,0,79611.27,Home Improvement,24,4.37,3470.24,1.1896,B,0
APP-000420,03/07/2023,BR-015,FL,70,15721.68,Salaried,0,606,22486.35,4,0,0,16633.79,Home Improvement,84,6.97,250.8,0.1914,D,1
APP-000421,30/04/2021,BR-027,OH,53,78208.29,Salaried,4,710,82736.74,2,7,0,164087.96,Auto Loan,60,4.65,3070.3,0.4711,C,1
APP-000422,07/10/2022,BR-005,WI,56,100464.05,Self-Employed,10.3,646,63243.04,5,3,2,51599.38,Home Purchase,48,5.41,1197.9,0.1431,D,0
APP-000423,28/02/2020,BR-007,AZ,57,49219.31,Salaried,12.3,610,54056.9,15,8,2,119140.86,Medical,48,6.19,2808.42,0.6847,D,0
APP-000424,13/09/2023,BR-013,WA,49,109960.7,Self-Employed,0,684,138563.7,15,6,0,143576.66,Auto Loan,48,5.29,3325.36,0.3629,C,0
APP-000425,03/08/2022,BR-016,TN,65,81306.12,Salaried,4.6,810,139361.82,10,0,0,202527.47,Debt Consolidation,84,4.22,2788.87,0.4116,A,0
APP-000426,01/10/2022,BR-005,PA,56,20379.28,Self-Employed,0.7,836,6571.01,8,2,0,-39375.58,Home Purchase,36,4.48,1170.95,0.6895,A,0
APP-000427,15/10/2022,BR-006,WI,39,136377.09,Contract,3.3,673,61349.02,12,4,0,223810.21,Education,60,5.69,4294.69,0.3779,C,0
APP-000428,26/03/2023,BR-025,CO,29,86266.17,Salaried,2.1,,108779.42,6,3,2,42188.04,Education,84,6.25,621.37,0.0864,D,1
APP-000429,31/01/2022,BR-005,MI,47,14108.26,  Part-Time,2.5,630,11254.87,3,4,0,15893.38,Home Improvement,60,7.08,315.31,0.2682,D,1
APP-000137,31/07/2022,BR-028,WI,25,69565.94,Salaried,6,787,113662.6,13,2,0,169922.16,Home Improvement,24,3.76,7360.72,1.2697,A,0
APP-000431,19/11/2020,BR-007,FL,48,95292.66,Part-Time,7.3,624,164812.68,12,3,0,255634.4,Home Improvement,48,5.81,5981.34,0.7532,D,0
APP-000432,05/10/2023,BR-012,TN,59,42654.96,Salaried,8,581,37650.43,14,6,2,-144903.9,Home Improvement,24,7.4,6514.03,1.8326,E,0
APP-000433,22/08/2022,BR-023,TN,63,37670.62,Salaried,6.3,701,63870.61,10,5,0,84514.39,Debt Consolidation,36,4.78,2524.63,0.8042,C,1
APP-000434,30/09/2020,BR-009,MD,63,45840.61,Salaried,8.8,724,50246.69,4,8,0,26676.97,Home Improvement,48,4.8,611.94,0.1602,B,0
APP-000435,08/10/2023,BR-022,NJ,39,67459.89,Salaried,1.9,519,29049.54,5,0,0,-201643.85,Education,36,6.52,6182.02,1.0997,E,0
APP-000436,18/04/2020,BR-009,IN,62,31788.34,Salaried,3.5,763,51461.64,4,7,0,102365.47,Debt Consolidation,12,5.37,8780.62,3.3147,B,0
APP-000437,26/08/2022,BR-027,IN,39,37650.82,Contract,4.4,738,22418.51,5,3,0,35936.49,Education,48,5.87,841.83,0.2683,B,0
APP-000438,25/05/2022,BR-020,NC,69,54504.06,Salaried,8.7,701,103911.6,10,1,0,50959.03,Home Improvement,36,5,1527.29,0.3363,C,0
APP-000439,18/08/2023,BR-017,MO,52,100637.53,Contract,3.9,725,175243.68,10,1,0,344922.21,Home Improvement,60,4.41,6416.29,0.7651,B,1
APP-000440,19/06/2020,BR-027,IL,43,51371.24,Contract,4.7,688,85006.65,15,1,0,93709.73,Home Improvement,84,5.15,1331.1,0.3109,C,0
APP-000441,21/11/2023,BR-023,PA,26,139163.71,Contract,3.9,710,161669.29,10,5,0,338520.48,Education,84,4.66,4730.72,0.4079,C,0
APP-000442,12/01/2021,BR-018,NY,22,46809.47,Salaried,,668,63598.33,11,4,0,150922.01,Home Improvement,48,5.28,3494.8,0.8959,C,1
APP-000443,26/10/2020,BR-022,IL,62,103058.21,Salaried,8.8,680,1619.15,6,1,0,198084.56,Business,36,6.27,6050.38,0.7045,C,0
APP-000444,18/12/2020,BR-002,WA,46,67975.02,Salaried,7.8,850,31828.49,8,1,0,206978.78,Auto Loan,24,3.7,8960.43,1.5818,A,0
APP-000445,24/08/2023,BR-019,FL,57,77774.99,Salaried,12.2,705,123586.54,11,1,0,141014.71,Home Purchase,24,5.17,6197.25,0.9562,C,0
APP-000446,25/05/2023,BR-002,IN,61,,Contract,3,823,99983.11,9,7,0,93738.58,Education,60,5.01,1769.39,0.289,A,0
APP-000447,21/08/2022,BR-006,PA,58,49625.48,Self-Employed,11.2,709,92593.3,6,6,0,62140.35,Education,84,6.2,913.75,0.221,C,0
APP-000448,02/01/2023,BR-011,AZ,47,51156.28,Salaried,8,729,4609.66,15,5,0,136547.92,Medical,48,5.16,3154.51,0.74,B,0
APP-000449,27/01/2021,BR-027,NJ,32,197752.57,Contract,6.6,608,144506.57,10,5,2,500000,Business,48,5.75,11685.29,0.7091,D,0
APP-000450,11/05/2023,BR-002,NJ,35,57434.94,Salaried,4.4,645,33677.48,5,6,0,72597.63,Business,36,6.48,2224.38,0.4647,D,1
APP-000451,05/11/2020,BR-011,CO,66,49264.48,Self-Employed,13,670,79846.64,11,4,0,88716.82,Home Purchase,24,6.68,3959.22,0.9644,C,0
APP-000452,21/06/2023,BR-021,MA,23,75409.58,Part-Time ,0,614,61941.75,1,1,1,-238422.19,Medical,60,5.82,4589.44,0.7303,D,1
APP-000453,15/02/2021,BR-008,IL,45,121585.11,Salaried,5.7,565,33512.81,2,8,0,178690.21,Debt Consolidation,12,6.3,15403.88,1.5203,E,0
APP-000454,08/04/2020,BR-028,MA,64,40264.5,Self-Employed,11.2,691,19844.23,3,5,0,137268.11,Home Improvement,36,5.55,4148.03,1.2362,C,0
APP-000455,10/11/2020,BR-007,NY,62,,Salaried,7.7,753,72722.23,6,4,0,243681.93,Business,24,4.81,10669.94,1.7302,B,0
APP-000456,24/11/2021,BR-024,WA,62,80703.45,Self-Employed,9.8,661,127286.18,13,6,0,97661.45,Personal,60,5.38,1860.04,0.2766,C,1
APP-000457,27/04/2022,BR-026,IL,45,20042.17,Self-Employed,,660,10951.43,7,2,0,7822.91,Personal,24,5.21,343.94,0.2059,C,1
APP-000458,04/05/2020,BR-010,AZ,35,44917.17,Salaried,0.6,640,27693.04,8,5,2,60299.62,Auto Loan,12,6.05,5191.16,1.3869,D,0
APP-000459,18/08/2023,BR-011,PA,68,31059.93,Salaried,6.5,747,31193.45,13,8,0,97288.12,Medical,84,4.6,1356.85,0.5242,B,0
APP-000460,10/08/2023,BR-027,PA,62,115478.04,Contract,13.9,461,137134.76,7,2,1,190710.23,Business,60,7.36,3808.77,0.3958,E,0
APP-000461,17/06/2023,BR-016,TN,72,42575.66,Salaried,1.8,834,8731.72,9,2,0,34502.49,Medical,12,4.43,2944.67,0.83,A,0
APP-000462,03/05/2021,BR-004,FL,39,61712.74,Unemployed,10.4,547,107158.7,8,3,0,97953.47,Medical,12,7.3,8489.15,1.6507,E,1
APP-000463,28/08/2021,BR-027,TN,41,34641.72,Self-Employed,1.8,706,69078.46,14,2,0,40469.9,Auto Loan,60,4.46,753.75,0.2611,C,1
APP-000464,20/09/2022,BR-017,MI,36,164139.18,Self-Employed,11.1,705,145405.15,7,0,0,272600.85,Home Improvement,36,4.69,8132.2,0.5945,C,0
APP-000465,27/12/2020,BR-009,IL,41,26502.07,Self-Employed,8.5,738,39363.21,2,2,0,16382.52,Auto Loan,60,4.76,307.36,0.1392,B,0
APP-000466,10/07/2022,BR-028,MI,71,62270.19,Unemployed,10.6,669,60006.33,3,4,0,141832.1,Business,48,5.15,3275.94,0.6313,C,1
APP-000467,18/05/2022,BR-028,CA,35,102896.3,SALARIED,7.8,695,1230.19,7,7,0,103012.53,Home Improvement,48,4.88,2366.71,0.276,C,0
APP-000192,17/03/2023,BR-013,FL,43,46440.18,Self-Employed,0.6,659,53006.56,13,7,0,118702.2,Auto Loan,48,6.84,2833.67,0.7322,D,1
APP-000469,16/01/2021,BR-008,MD,23,17932.06,Salaried ,7.2,821,11474.71,10,4,0,17915.72,Education,60,4.18,331.4,0.2218,A,0
APP-000470,07/03/2021,BR-006,NC,29,44639.37,  Salaried,0.5,684,78479.1,8,4,0,45878.21,Auto Loan,36,6.06,1396.95,0.3755,C,0
APP-000471,18/11/2021,BR-018,NC,34,39308.12,Salaried,4.9,589,45488.15,2,2,2,99210.66,Medical,84,6.7,1482.85,0.4527,E,1
APP-000472,11/04/2023,BR-016,MO,36,74862.28,Unemployed,12.6,637,113051.39,13,2,0,182909.18,Personal,12,6.21,15760,2.5262,D,1
APP-000473,30/12/2021,BR-029,IL,40,122037.51,Salaried,0,850,162555.16,12,4,0,100816.23,Home Purchase,60,3.12,1816.92,0.1787,A,0
APP-000474,30/01/2021,BR-026,TN,60,62933.86,Self-Employed,9.3,,69149.09,11,4,1,37819.67,Home Improvement,36,6.3,1155.7,0.2204,E,0
APP-000475,25/02/2022,BR-012,PA,35,75262.42,Salaried,5.1,793,132965.13,10,2,0,66756.06,Business,60,5.33,1269.89,0.2025,A,0
APP-000476,15/01/2020,BR-011,IL,33,60210.03,Salaried,0,667,37591.25,14,5,0,189667.76,Business,36,6.31,5796.74,1.1553,C,0
APP-000477,31/08/2022,BR-022,TN,42,106970.62,Part-Time,7.2,671,93633.59,4,4,0,299220.71,Home Improvement,36,5,8967.91,1.006,C,1
APP-000478,03/03/2020,BR-017,MD,39,67310.36,Salaried,16.6,699,108992.79,8,1,0,186495.13,Business,12,6.42,16086.99,2.868,C,0
APP-000479,19/04/2021,BR-030,MI,21,53291.19,Part-Time,9.1,649,35048.17,9,3,2,176530.41,Education,48,5.68,4119.97,0.9277,D,1
APP-000480,24/01/2023,BR-030,MD,21,101385.02,Unemployed,3,763,162506.7,15,5,0,80720.86,Home Purchase,48,4.27,1832.37,0.2169,B,0
APP-000481,03/11/2021,BR-002,OH,25,129193.36,Salaried,4.1,797,181815.97,2,5,0,370820.99,Auto Loan,48,5.12,8559.92,0.7951,A,1
APP-000482,16/01/2023,BR-006,GA,49,75526.87,Salaried,8.6,,47895.84,12,6,0,154640.95,Business,24,4.85,6773.93,1.0763,B,1
APP-000483,28/09/2022,BR-023,NC,66,59418.47,Contract,3.5,584,100317.49,4,7,2,57155.66,Home Improvement,36,7.03,1765.58,0.3566,E,0
APP-000484,30/09/2022,BR-012,PA,56,15080.56,Salaried,11.8,709,29772.69,4,4,0,7548.02,Home Purchase,24,6.04,334.67,0.2663,C,1
APP-000485,16/02/2023,BR-007,NJ,66,62553.33,Salaried,18,701,67075.83,10,3,0,130103.28,Business,84,6.49,1931.33,0.3705,C,0
APP-000486,14/03/2020,BR-020,CA,55,85851.9,Salaried,5.7,562,47098.49,10,0,0,194033.32,Education,12,6.42,16737.24,2.3395,E,1
APP-000487,20/09/2021,BR-022,NJ,67,20556.08,Part-Time,1.1,754,16005.4,14,7,0,63721.81,Debt Consolidation,84,4.81,894.96,0.5224,B,1
APP-000488,26/07/2020,BR-010,NJ,54,41638.81,Contract,3.3,634,37505.73,8,6,2,38846.33,Personal,24,6,1721.69,0.4962,D,0
APP-000489,30/06/2021,BR-030,MI,40,54700.26,Self-Employed,2.5,825,81353.34,12,7,0,189178.79,Medical,24,4.35,8244.58,1.8087,A,0
APP-000490,17/03/2022,BR-010,MO,32,37942.67,Salaried,5,700,21070.81,5,0,0,75276.33,Business,48,6.03,1768.9,0.5594,C,0
APP-000491,29/11/2022,BR-006,MA,58,26567.58,Salaried,5,630,50605.73,1,0,0,22260.31,Home Improvement,24,6.34,990,0.4472,D,0
APP-000492,17/05/2023,BR-014,IL,63,62810.97,Self-Employed,,804,93967.15,11,1,0,75104.98,Personal,24,4.93,3292.61,0.6291,A,1
APP-000493,14/07/2020,BR-001,GA,47,69004.3,Salaried,4.4,532,61213.22,7,6,1,29219.17,Personal,36,7.77,912.53,0.1587,E,1
APP-000494,07/12/2023,BR-019,CA,28,47403.74,Salaried,5,652,2914.19,15,5,0,22006.75,Home Improvement,12,5.22,1886.16,0.4775,D,0
APP-000495,11/07/2021,BR-025,WI,68,37849.54,Salaried,3.4,656,40092.6,13,8,0,109532.59,Personal,12,5.83,9418.52,2.9861,D,0
APP-000496,19/05/2021,BR-003,WA,36,91373.43,Salaried,4,,95287.73,9,6,1,259628.46,Home Improvement,24,6.07,11515.08,1.5123,D,0
APP-000497,23/05/2020,BR-009,NJ,36,97640.76,Salaried,12,594,23090.1,12,4,2,235110.88,Auto Loan,12,5.75,20208.15,2.4836,E,1
APP-000054,04/08/2023,BR-002,MA,26,89182.24,Salaried,11.6,634,125039.93,15,6,0,288233.9,Debt Consolidation,24,6.81,12880.16,1.7331,D,1
APP-000499,13/05/2023,BR-014,PA,47,,Part-Time,6.2,,39649.09,4,7,1,103096.01,Debt Consolidation,36,6.69,3168.71,0.2919,D,0
APP-000500,28/05/2021,BR-008,AZ,41,67943.13,Salaried,8.4,815,131329.31,15,1,0,73767.45,Home Purchase,48,4.34,1676.85,0.2962,A,0
APP-000501,13/04/2022,BR-020,IL,51,85548.42,Contract,6.8,711,34970.73,10,3,0,258266.74,Education,84,5.83,3751.89,0.5263,C,0
APP-000502,16/05/2020,BR-012,TN,46,45537.54,Salaried,7.5,671,35541.58,4,5,0,72780.67,Debt Consolidation,48,5.26,1684.67,0.4439,C,0
APP-000503,20/12/2020,BR-002,GA,28,18831.63,Salaried,4.7,641,23137.69,13,8,2,7804.38,Home Purchase,84,6.85,117.22,0.0747,D,0
APP-000504,21/11/2022,BR-020,WI,42,29806.47,Contract,7.8,681,42175.58,9,6,0,52636.47,Business,48,6.01,1236.41,0.4978,C,1
APP-000505,24/10/2021,BR-010,MI,41,86030.76,Salaried,7.5,414,80659.44,5,0,0,110242.21,Personal,48,8.65,2725.1,0.3801,E,0
APP-000506,08/06/2023,BR-015,MO,27,72469.53,Salaried,5.4,818,80553.87,2,7,0,53525.84,Home Improvement,48,3.33,1192.58,0.1975,A,0
APP-000507,26/05/2021,BR-026,IN,44,34173.05,Salaried,2.7,624,34688.47,8,6,1,31282.56,Auto Loan,12,6.17,2694.82,0.9463,D,1
APP-000508,22/03/2023,BR-001,FL,39,75857.12,Unemployed,9.1,732,17174.02,1,0,0,170399.37,Business,12,6.08,14671.93,2.321,B,1
APP-000509,16/10/2020,BR-030,WI,47,37058.29,Contract,7.5,690,36869.11,3,4,0,114261.6,Business,84,5.81,1658.81,0.5371,C,0
APP-000510,15/03/2022,BR-020,NY,57,91834.4,Salaried,0.5,600,39240.88,3,1,0,75458.75,Medical,36,6.5,2312.74,0.3022,D,1
APP-000511,08/10/2023,BR-006,TX,52,45342.01,Salaried,7.9,665,56207.35,11,8,0,152081.34,Medical,84,6.56,2262.74,0.5988,C,1
APP-000512,28/09/2020,BR-029,CO,70,22224.27,Salaried,4.4,663,141.66,15,2,0,34604.29,Business,12,6.65,2988.62,1.6137,C,1
APP-000513,31/05/2020,BR-017,MO,38,38438.22,Self-Employed,12.3,657,59574.81,14,4,0,67012.58,Home Purchase,24,5.26,2947.74,0.9203,D,0
APP-000514,19/10/2021,BR-001,WA,40,37797.86,Salaried,16.4,627,814.58,1,7,0,105643.86,Education,60,6.14,2049.28,0.6506,D,1
APP-000515,27/10/2023,BR-014,IL,41,42916.59,Salaried,5,664,35661.88,13,0,0,77708.52,Medical,36,5.73,2354.55,0.6584,C,1
APP-000516,04/11/2021,BR-016,CO,66,50884.01,Salaried,9.5,722,19027.59,12,6,0,47677.15,Education,84,6.24,701.99,0.1656,B,0
APP-000517,21/03/2023,BR-007,NJ,25,,salaried,8.5,727,55447.26,12,0,0,82064.44,Debt Consolidation,84,5.74,1188.64,0.23,B,0
APP-000518,15/10/2021,BR-014,WA,66,36127.58,Contract,6.7,662,46816.82,5,1,0,79022.38,Home Purchase,48,6.72,1882.04,0.6251,C,0
